,from,to,value
28254,Vietnam,Portugal,visa required
28255,Yemen,Portugal,visa required
28256,Zambia,Portugal,visa required
28257,Zimbabwe,Portugal,visa required
28258,Afghanistan,Qatar,e-visa
28259,Albania,Qatar,e-visa
28260,Algeria,Qatar,e-visa
28261,Andorra,Qatar,visa on arrival
28262,Angola,Qatar,e-visa
28263,Antigua and Barbuda,Qatar,visa on arrival
28264,Argentina,Qatar,visa on arrival
28265,Armenia,Qatar,visa on arrival
28266,Australia,Qatar,visa on arrival
28267,Austria,Qatar,visa on arrival
28268,Azerbaijan,Qatar,visa on arrival
28269,Bahamas,Qatar,visa on arrival
28270,Bahrain,Qatar,visa free
28271,Bangladesh,Qatar,e-visa
28272,Barbados,Qatar,e-visa
28273,Belarus,Qatar,visa on arrival
28274,Belgium,Qatar,visa on arrival
28275,Belize,Qatar,e-visa
28276,Benin,Qatar,e-visa
28277,Bhutan,Qatar,e-visa
28278,Bolivia,Qatar,visa on arrival
28279,Bosnia and Herzegovina,Qatar,visa on arrival
28280,Botswana,Qatar,visa on arrival
28281,Brazil,Qatar,visa on arrival
28282,Brunei,Qatar,visa on arrival
28283,Bulgaria,Qatar,visa on arrival
28284,Burkina Faso,Qatar,e-visa
28285,Burundi,Qatar,e-visa
28286,Cambodia,Qatar,e-visa
28287,Cameroon,Qatar,e-visa
28288,Canada,Qatar,visa on arrival
28289,Cape Verde,Qatar,e-visa
28290,Central African Republic,Qatar,e-visa
28291,Chad,Qatar,e-visa
28292,Chile,Qatar,visa on arrival
28293,China,Qatar,30
28294,Colombia,Qatar,visa on arrival
28295,Comoros,Qatar,e-visa
28296,Congo,Qatar,e-visa
28297,DR Congo,Qatar,e-visa
28298,Costa Rica,Qatar,visa on arrival
28299,Ivory Coast,Qatar,e-visa
28300,Croatia,Qatar,visa on arrival
28301,Cuba,Qatar,visa on arrival
28302,Cyprus,Qatar,visa on arrival
28303,Czech Republic,Qatar,visa on arrival
28304,Denmark,Qatar,visa on arrival
28305,Djibouti,Qatar,e-visa
28306,Dominica,Qatar,e-visa
28307,Dominican Republic,Qatar,visa on arrival
28308,Ecuador,Qatar,visa on arrival
28309,Egypt,Qatar,e-visa
28310,El Salvador,Qatar,e-visa
28311,Equatorial Guinea,Qatar,e-visa
28312,Eritrea,Qatar,e-visa
28313,Estonia,Qatar,visa on arrival
28314,Swaziland,Qatar,e-visa
28315,Ethiopia,Qatar,e-visa
28316,Fiji,Qatar,e-visa
28317,Finland,Qatar,visa on arrival
28318,France,Qatar,visa on arrival
28319,Gabon,Qatar,e-visa
28320,Gambia,Qatar,e-visa
28321,Georgia,Qatar,visa on arrival
28322,Germany,Qatar,visa on arrival
28323,Ghana,Qatar,e-visa
28324,Greece,Qatar,visa on arrival
28325,Grenada,Qatar,e-visa
28326,Guatemala,Qatar,e-visa
28327,Guinea,Qatar,e-visa
28328,Guinea-Bissau,Qatar,e-visa
28329,Guyana,Qatar,visa on arrival
28330,Haiti,Qatar,e-visa
28331,Honduras,Qatar,e-visa
28332,Hong Kong,Qatar,visa on arrival
28333,Hungary,Qatar,visa on arrival
28334,Iceland,Qatar,visa on arrival
28335,India,Qatar,visa on arrival
28336,Indonesia,Qatar,visa on arrival
28337,Iran,Qatar,visa on arrival
28338,Iraq,Qatar,e-visa
28339,Ireland,Qatar,visa on arrival
28340,Israel,Qatar,e-visa
28341,Italy,Qatar,visa on arrival
28342,Jamaica,Qatar,e-visa
28343,Japan,Qatar,visa on arrival
28344,Jordan,Qatar,e-visa
28345,Kazakhstan,Qatar,visa on arrival
28346,Kenya,Qatar,e-visa
28347,Kiribati,Qatar,e-visa
28348,Kosovo,Qatar,e-visa
28349,Kuwait,Qatar,visa free
28350,Kyrgyzstan,Qatar,e-visa
28351,Laos,Qatar,e-visa
28352,Latvia,Qatar,visa on arrival
28353,Lebanon,Qatar,visa on arrival
28354,Lesotho,Qatar,e-visa
28355,Liberia,Qatar,e-visa
28356,Libya,Qatar,e-visa
28357,Liechtenstein,Qatar,visa on arrival
28358,Lithuania,Qatar,visa on arrival
28359,Luxembourg,Qatar,visa on arrival
28360,Macao,Qatar,visa on arrival
28361,Madagascar,Qatar,e-visa
28362,Malawi,Qatar,e-visa
28363,Malaysia,Qatar,visa on arrival
28364,Maldives,Qatar,visa on arrival
28365,Mali,Qatar,e-visa
28366,Malta,Qatar,visa on arrival
28367,Marshall Islands,Qatar,e-visa
28368,Mauritania,Qatar,e-visa
28369,Mauritius,Qatar,visa on arrival
28370,Mexico,Qatar,visa on arrival
28371,Micronesia,Qatar,e-visa
28372,Moldova,Qatar,visa on arrival
28373,Monaco,Qatar,visa on arrival
28374,Mongolia,Qatar,e-visa
28375,Montenegro,Qatar,visa on arrival
28376,Morocco,Qatar,e-visa
28377,Mozambique,Qatar,e-visa
28378,Myanmar,Qatar,e-visa
28379,Namibia,Qatar,e-visa
28380,Nauru,Qatar,e-visa
28381,Nepal,Qatar,e-visa
28382,Netherlands,Qatar,visa on arrival
28383,New Zealand,Qatar,visa on arrival
28384,Nicaragua,Qatar,e-visa
28385,Niger,Qatar,e-visa
28386,Nigeria,Qatar,e-visa
28387,North Korea,Qatar,e-visa
28388,North Macedonia,Qatar,visa on arrival
28389,Norway,Qatar,visa on arrival
28390,Oman,Qatar,visa free
28391,Pakistan,Qatar,visa on arrival
28392,Palau,Qatar,e-visa
28393,Palestine,Qatar,e-visa
28394,Panama,Qatar,visa on arrival
28395,Papua New Guinea,Qatar,e-visa
28396,Paraguay,Qatar,visa on arrival
28397,Peru,Qatar,visa on arrival
28398,Philippines,Qatar,e-visa
28399,Poland,Qatar,visa on arrival
28400,Portugal,Qatar,visa on arrival
28402,Romania,Qatar,visa on arrival
28403,Russia,Qatar,visa on arrival
28404,Rwanda,Qatar,visa on arrival
28405,Saint Kitts and Nevis,Qatar,e-visa
28406,Saint Lucia,Qatar,e-visa
28407,Samoa,Qatar,e-visa
28408,San Marino,Qatar,visa on arrival
28409,Sao Tome and Principe,Qatar,e-visa
28410,Saudi Arabia,Qatar,visa free
28411,Senegal,Qatar,e-visa
28412,Serbia,Qatar,visa on arrival
28413,Seychelles,Qatar,visa on arrival
28414,Sierra Leone,Qatar,e-visa
28415,Singapore,Qatar,visa on arrival
28416,Slovakia,Qatar,visa on arrival
28417,Slovenia,Qatar,visa on arrival
28418,Solomon Islands,Qatar,e-visa
28419,Somalia,Qatar,e-visa
28420,South Africa,Qatar,visa on arrival
28421,South Korea,Qatar,visa on arrival
28422,South Sudan,Qatar,e-visa
28423,Spain,Qatar,visa on arrival
28424,Sri Lanka,Qatar,e-visa
28425,Saint Vincent and the Grenadines,Qatar,e-visa
28426,Sudan,Qatar,e-visa
28427,Suriname,Qatar,visa on arrival
28428,Sweden,Qatar,visa on arrival
28429,Switzerland,Qatar,visa on arrival
28430,Syria,Qatar,e-visa
28431,Taiwan,Qatar,visa on arrival
28432,Tajikistan,Qatar,e-visa
28433,Tanzania,Qatar,e-visa
28434,Thailand,Qatar,visa on arrival
28435,Timor-Leste,Qatar,e-visa
28436,Togo,Qatar,e-visa
28437,Tonga,Qatar,e-visa
28438,Trinidad and Tobago,Qatar,e-visa
28439,Tunisia,Qatar,e-visa
28440,Turkey,Qatar,visa on arrival
28441,Turkmenistan,Qatar,e-visa
28442,Tuvalu,Qatar,e-visa
28443,Uganda,Qatar,e-visa
28444,Ukraine,Qatar,visa on arrival
28445,United Arab Emirates,Qatar,visa free
28446,United Kingdom,Qatar,visa on arrival
28447,United States,Qatar,90
28448,Uruguay,Qatar,visa on arrival
28449,Uzbekistan,Qatar,visa on arrival
28450,Vanuatu,Qatar,e-visa
28451,Vatican,Qatar,visa on arrival
28452,Venezuela,Qatar,visa on arrival
28453,Vietnam,Qatar,e-visa
28454,Yemen,Qatar,e-visa
28455,Zambia,Qatar,e-visa
28456,Zimbabwe,Qatar,e-visa
28457,Afghanistan,Romania,visa required
28458,Albania,Romania,90
28459,Algeria,Romania,visa required
28460,Andorra,Romania,90
28461,Angola,Romania,visa required
28462,Antigua and Barbuda,Romania,90
28463,Argentina,Romania,90
28464,Armenia,Romania,visa required
28465,Australia,Romania,90
28466,Austria,Romania,visa free
28467,Azerbaijan,Romania,visa required
28468,Bahamas,Romania,90
28469,Bahrain,Romania,visa required
28470,Bangladesh,Romania,visa required
28471,Barbados,Romania,90
28472,Belarus,Romania,visa required
28473,Belgium,Romania,visa free
28474,Belize,Romania,visa required
28475,Benin,Romania,visa required
28476,Bhutan,Romania,visa required
28477,Bolivia,Romania,visa required
28478,Bosnia and Herzegovina,Romania,90
28479,Botswana,Romania,visa required
28480,Brazil,Romania,90
28481,Brunei,Romania,90
28482,Bulgaria,Romania,visa free
28483,Burkina Faso,Romania,visa required
28484,Burundi,Romania,visa required
28485,Cambodia,Romania,visa required
28486,Cameroon,Romania,visa required
28487,Canada,Romania,90
28488,Cape Verde,Romania,visa required
28489,Central African Republic,Romania,visa required
28490,Chad,Romania,visa required
28491,Chile,Romania,90
28492,China,Romania,visa required
28493,Colombia,Romania,90
28494,Comoros,Romania,visa required
28495,Congo,Romania,visa required
28496,DR Congo,Romania,visa required
28497,Costa Rica,Romania,90
28498,Ivory Coast,Romania,visa required
28499,Croatia,Romania,visa free
28500,Cuba,Romania,visa required
28501,Cyprus,Romania,visa free
28502,Czech Republic,Romania,visa free
28503,Denmark,Romania,visa free
28504,Djibouti,Romania,visa required
28505,Dominica,Romania,90
28506,Dominican Republic,Romania,visa required
28507,Ecuador,Romania,visa required
28508,Egypt,Romania,visa required
28509,El Salvador,Romania,90
28510,Equatorial Guinea,Romania,visa required
28511,Eritrea,Romania,visa required
28512,Estonia,Romania,visa free
28513,Swaziland,Romania,visa required
28514,Ethiopia,Romania,visa required
28515,Fiji,Romania,visa required
28516,Finland,Romania,visa free
28517,France,Romania,visa free
28518,Gabon,Romania,visa required
28519,Gambia,Romania,visa required
28520,Georgia,Romania,90
28521,Germany,Romania,visa free
28522,Ghana,Romania,visa required
28523,Greece,Romania,visa free
28524,Grenada,Romania,90
28525,Guatemala,Romania,90
28526,Guinea,Romania,visa required
28527,Guinea-Bissau,Romania,visa required
28528,Guyana,Romania,visa required
28529,Haiti,Romania,visa required
28530,Honduras,Romania,90
28531,Hong Kong,Romania,90
28532,Hungary,Romania,visa free
28533,Iceland,Romania,visa free
28534,India,Romania,visa required
28535,Indonesia,Romania,visa required
28536,Iran,Romania,visa required
28537,Iraq,Romania,visa required
28538,Ireland,Romania,visa free
28539,Israel,Romania,90
28540,Italy,Romania,visa free
28541,Jamaica,Romania,visa required
28542,Japan,Romania,90
28543,Jordan,Romania,visa required
28544,Kazakhstan,Romania,visa required
28545,Kenya,Romania,visa required
28546,Kiribati,Romania,90
28547,Kosovo,Romania,90
28548,Kuwait,Romania,visa required
28549,Kyrgyzstan,Romania,visa required
28550,Laos,Romania,visa required
28551,Latvia,Romania,visa free
28552,Lebanon,Romania,visa required
28553,Lesotho,Romania,visa required
28554,Liberia,Romania,visa required
28555,Libya,Romania,visa required
28556,Liechtenstein,Romania,visa free
28557,Lithuania,Romania,visa free
28558,Luxembourg,Romania,visa free
28559,Macao,Romania,90
28560,Madagascar,Romania,visa required
28561,Malawi,Romania,visa required
28562,Malaysia,Romania,90
28563,Maldives,Romania,visa required
28564,Mali,Romania,visa required
28565,Malta,Romania,visa free
28566,Marshall Islands,Romania,90
28567,Mauritania,Romania,visa required
28568,Mauritius,Romania,90
28569,Mexico,Romania,90
28570,Micronesia,Romania,90
28571,Moldova,Romania,90
28572,Monaco,Romania,90
28573,Mongolia,Romania,visa required
28574,Montenegro,Romania,90
28575,Morocco,Romania,visa required
28576,Mozambique,Romania,visa required
28577,Myanmar,Romania,visa required
28578,Namibia,Romania,visa required
28579,Nauru,Romania,visa required
28580,Nepal,Romania,visa required
28581,Netherlands,Romania,visa free
28582,New Zealand,Romania,90
28583,Nicaragua,Romania,90
28584,Niger,Romania,visa required
28585,Nigeria,Romania,visa required
28586,North Korea,Romania,visa required
28587,North Macedonia,Romania,90
28588,Norway,Romania,visa free
28589,Oman,Romania,visa required
28590,Pakistan,Romania,visa required
28591,Palau,Romania,90
28592,Palestine,Romania,visa required
28593,Panama,Romania,90
28594,Papua New Guinea,Romania,visa required
28595,Paraguay,Romania,90
28596,Peru,Romania,90
28597,Philippines,Romania,visa required
28598,Poland,Romania,visa free
28599,Portugal,Romania,visa free
28600,Qatar,Romania,visa required
28602,Russia,Romania,visa required
28603,Rwanda,Romania,visa required
28604,Saint Kitts and Nevis,Romania,90
28605,Saint Lucia,Romania,90
28606,Samoa,Romania,90
28607,San Marino,Romania,90
28608,Sao Tome and Principe,Romania,visa required
28609,Saudi Arabia,Romania,visa required
28610,Senegal,Romania,visa required
28611,Serbia,Romania,90
28612,Seychelles,Romania,90
28613,Sierra Leone,Romania,visa required
28614,Singapore,Romania,90
28615,Slovakia,Romania,visa free
28616,Slovenia,Romania,visa free
28617,Solomon Islands,Romania,90
28618,Somalia,Romania,visa required
28619,South Africa,Romania,visa required
28620,South Korea,Romania,90
28621,South Sudan,Romania,visa required
28622,Spain,Romania,visa free
28623,Sri Lanka,Romania,visa required
28624,Saint Vincent and the Grenadines,Romania,90
28625,Sudan,Romania,visa required
28626,Suriname,Romania,visa required
28627,Sweden,Romania,visa free
28628,Switzerland,Romania,visa free
28629,Syria,Romania,visa required
28630,Taiwan,Romania,90
28631,Tajikistan,Romania,visa required
28632,Tanzania,Romania,visa required
28633,Thailand,Romania,visa required
28634,Timor-Leste,Romania,90
28635,Togo,Romania,visa required
28636,Tonga,Romania,90
28637,Trinidad and Tobago,Romania,90
28638,Tunisia,Romania,visa required
28639,Turkey,Romania,visa required
28640,Turkmenistan,Romania,visa required
28641,Tuvalu,Romania,90
28642,Uganda,Romania,visa required
28643,Ukraine,Romania,90
28644,United Arab Emirates,Romania,90
28645,United Kingdom,Romania,90
28646,United States,Romania,90
28647,Uruguay,Romania,90
28648,Uzbekistan,Romania,visa required
28649,Vanuatu,Romania,visa required
28650,Vatican,Romania,90
28651,Venezuela,Romania,90
28652,Vietnam,Romania,visa required
28653,Yemen,Romania,visa required
28654,Zambia,Romania,visa required
28655,Zimbabwe,Romania,visa required
28656,Afghanistan,Russia,visa required
28657,Albania,Russia,visa required
28658,Algeria,Russia,visa required
28659,Andorra,Russia,90
28660,Angola,Russia,visa required
28661,Antigua and Barbuda,Russia,90
28662,Argentina,Russia,90
28663,Armenia,Russia,90
28664,Australia,Russia,visa required
28665,Austria,Russia,e-visa
28666,Azerbaijan,Russia,90
28667,Bahamas,Russia,visa required
28668,Bahrain,Russia,e-visa
28669,Bangladesh,Russia,visa required
28670,Barbados,Russia,e-visa
28671,Belarus,Russia,90
28672,Belgium,Russia,e-visa
28673,Belize,Russia,90
28674,Benin,Russia,visa required
28675,Bhutan,Russia,e-visa
28676,Bolivia,Russia,90
28677,Bosnia and Herzegovina,Russia,30
28678,Botswana,Russia,30
28679,Brazil,Russia,90
28680,Brunei,Russia,14
28681,Bulgaria,Russia,e-visa
28682,Burkina Faso,Russia,visa required
28683,Burundi,Russia,visa required
28684,Cambodia,Russia,e-visa
28685,Cameroon,Russia,visa required
28686,Canada,Russia,visa required
28687,Cape Verde,Russia,60
28688,Central African Republic,Russia,visa required
28689,Chad,Russia,visa required
28690,Chile,Russia,90
28691,China,Russia,e-visa
28692,Colombia,Russia,90
28693,Comoros,Russia,visa required
28694,Congo,Russia,visa required
28695,DR Congo,Russia,visa required
28696,Costa Rica,Russia,90
28697,Ivory Coast,Russia,visa required
28698,Croatia,Russia,e-visa
28699,Cuba,Russia,90
28700,Cyprus,Russia,e-visa
28701,Czech Republic,Russia,e-visa
28702,Denmark,Russia,e-visa
28703,Djibouti,Russia,visa required
28704,Dominica,Russia,90
28705,Dominican Republic,Russia,60
28706,Ecuador,Russia,90
28707,Egypt,Russia,visa required
28708,El Salvador,Russia,90
28709,Equatorial Guinea,Russia,visa required
28710,Eritrea,Russia,visa required
28711,Estonia,Russia,e-visa
28712,Swaziland,Russia,e-visa
28713,Ethiopia,Russia,visa required
28714,Fiji,Russia,90
28715,Finland,Russia,e-visa
28716,France,Russia,e-visa
28717,Gabon,Russia,visa required
28718,Gambia,Russia,visa required
28719,Georgia,Russia,90
28720,Germany,Russia,e-visa
28721,Ghana,Russia,visa required
28722,Greece,Russia,e-visa
28723,Grenada,Russia,90
28724,Guatemala,Russia,90
28725,Guinea,Russia,visa required
28726,Guinea-Bissau,Russia,visa required
28727,Guyana,Russia,90
28728,Haiti,Russia,visa required
28729,Honduras,Russia,90
28730,Hong Kong,Russia,14
28731,Hungary,Russia,e-visa
28732,Iceland,Russia,e-visa
28733,India,Russia,e-visa
28734,Indonesia,Russia,e-visa
28735,Iran,Russia,e-visa
28736,Iraq,Russia,visa required
28737,Ireland,Russia,e-visa
28738,Israel,Russia,90
28739,Italy,Russia,e-visa
28740,Jamaica,Russia,90
28741,Japan,Russia,e-visa
28742,Jordan,Russia,e-visa
28743,Kazakhstan,Russia,90
28744,Kenya,Russia,e-visa
28745,Kiribati,Russia,visa required
28746,Kosovo,Russia,visa required
28747,Kuwait,Russia,e-visa
28748,Kyrgyzstan,Russia,visa free
28749,Laos,Russia,30
28750,Latvia,Russia,e-visa
28751,Lebanon,Russia,visa required
28752,Lesotho,Russia,visa required
28753,Liberia,Russia,visa required
28754,Libya,Russia,visa required
28755,Liechtenstein,Russia,e-visa
28756,Lithuania,Russia,e-visa
28757,Luxembourg,Russia,e-visa
28758,Macao,Russia,30
